0,id,id_old,date,reviewer_id,reviewer_name,text,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,languages_detect
1530,222614,38581461,17-07-2015,27882139,Roger,"Made welcome with chocolates and bubbly. <br/>Very accurate description of apartment and location. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1531,222614,40073717,28-07-2015,23035816,Jonathan,Stefan was a great host. He is very responsive to inquiries and provides detailed answers. The apartment is a terrific place to explore vienna from as well -- walking distance to just about anything you'd want to see. ,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1532,222614,42124151,11-08-2015,33240936,Sodam,"I had a great time at the apartment. The location is more than perfect to travelers. The museums and the palace were very close enough to walk, and the tram and the subway station were just few walks away. The apartment was just on the big shopping street, and also the several supermarkets were in the neighborhood. If there was A/C, it would make the place extremely tremendous!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1533,222614,42841338,16-08-2015,33762436,Cristina,Dejó todo en orden y estaba nuevo y limpio. Nos dejo bombones y champán para brindar a la llegada. El  barrio muy céntrico ,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,es
1534,222614,44911567,30-08-2015,36357315,Julio,To stay in that apartment was the best decision to enjoy Vienna !! It is in the city center but without noise ... we visited all places by walking ... and no less important: confortable and clean. I would recommend it without any doubt.,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1535,222614,45376145,02-09-2015,6847432,Karen,"Staying at Stefan's apt. in Vienna was perfect. Stefan provided information for accessing his apt. , with valuable directions from the train station, well before we arrived. The apt. was very comfortable and in an excellent location for accessing the museums and old town. We walked everywhere during our stay. The Nespresso machine and coffee was much appreciated, along with the bottle of champagne!  And the room fan was a most welcome amenity during the unusually hot weather while we were in Vienna.  I would definitely recommend Stephan's apartment for your stay in Vienna. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1536,222614,47158161,16-09-2015,18686591,Jisun,Great location and accommodation.<br/>Neat and wide room was more than expected.<br/> Happy to stay stefan's apt in vienna.,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1537,222614,48278412,25-09-2015,7316292,Elmar,"Die Wohnung ist ein „Schmuckkästchen“ und praktisch eingerichtet. Sie ist auch für einen längeren Aufenthalt geeignet. Die Lage ist hervorragend: in unmittelbarer Nähe Einkaufsmöglichkeiten, U-Bahn und dennoch ruhig gelegen.<br/><br/>Eine tolle Adresse.<br/>","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,de
1538,222614,49592921,05-10-2015,7561732,Claire,"Wonderful location, handy to the museum quarter & underground / buses / trams. Well stocked studio apartment, modern & clean, great size for the 2 of us & lots of luggage! Thanks for having us stay Stefan! ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1539,222614,51024273,17-10-2015,37883435,Dana,Stefan did a wonderful job making us feel welcome and making sure we had everything arranged for a smooth arrival.  The location is absolutely ideal for tourists and museum-goers.  We could have stayed twice as long and still not seen even all the highlights!,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1540,222614,51526847,21-10-2015,36902140,Gina,"I have only positive things to say. The apartment is in a great location, right near the nasch market, and near the museum quarter... Everything you could want within a short walk. The apartment was extremely clean and nice. We arrived late so Stefan arranged a convenient way for entry into the apartment. He even left us a nice welcome gift. Thanks for a perfect stay!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1541,222614,52476155,30-10-2015,33642042,Antonio Marcelo,"OTIMO APARTAMENTO, MUITO BEM LOCALIZADO, ANFITRIAO MUITO PRESTATIVO E PREOCUPADO COM O BEM ESTAR DO HOSPEDE.<br/>RECOMENDO.<br/>","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,pt
1542,222614,53741263,12-11-2015,22345324,Luiz,"O apartamento é incrível. Tudo muito bem decorado e a mobília muito nova. A localização é ótima, pois é próxima ao metrô, restaurantes, padarias e (Website hidden by Airbnb) certeza me hospedarei novamente nesse apartamento em uma próxima estadia em Viena.<br/><br/>Finalmente, o Stefan é um excelente anfitrião. Deixou tudo preparado para nossa estadia, incluindo champagne e chocolate de boas vindas.<br/><br/>-----<br/><br/>The apartment is amazing. The decoration is beautiful and the forniture is new. The location is very good too, near to the subway, restaurants, bakeries and supermarkets.<br/><br/>I will definitely come back to this apartment in my next stay in Vienna.<br/><br/>Finally, Stefan is a great host. He left everything prepared for our arrival, including champanhe and chocolate as a welcome gift.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1543,222614,54851289,25-11-2015,42863260,Adriel,The apartment is simply perfect. Very cozy and comfortable for two people. The location is amazing and very accessible. Stefan was very responsive. I would definitely stay here again,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1544,222614,56318271,12-12-2015,5824146,Rangel,"Stefan's place was just as described - great location, very nice interior, very clean. We enjoyed the complimentary chocolate and sparkling wine very much - thank you, Stefan! Vienna is a great place to visit as well - one of those cities that don't get as much hype around them but easily beat more famous and touristy destination. This was our first visit to Vienna and we'll definitely be back! We would stay at Stefan's place anytime again!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1545,222614,56494866,14-12-2015,27723714,Nigel,"Fantastic host, excellent location, excellent apartment, quite literally no negatives. <br/>Very clean, every appliance you need, nicely furnished and comfortable. Will definitely return. <br/>Thanks ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1546,222614,57546910,27-12-2015,43474816,Marcus,房东很热情，因为平安夜的关系许多餐厅及商店都关门了，但是房东亲自开车送我们去买东西，还给我们介绍了附近的美食，给我们的感觉非常好！,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,zh
1547,222614,58863297,05-01-2016,49173089,Susanna,"GRAZIE Stefano ti consiglio solo di aggiungere le info sull'uso della cassaforte alle info che spedisci agli ospiti al fine di evitare, come è successo a me, che nella fretta di uscire per Vienna si richiuda la cassaforte senza averla impostata!!! Susanna<br/>","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,it
1548,222614,65219460,12-03-2016,26233066,Kevin,"Stefan's place was  amazing. It was close to everything, clean, comfortable and Inviting. He communicated very well on check in and check out procedure. I highly recommend and I would absolutely stay there again the next time I am jn Vienna. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1549,222614,65780766,17-03-2016,52732680,Aarsh,Amazing location!! Close from everything! Stefan has been awesome!,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1550,222614,67863345,01-04-2016,49983352,Uriel,"Stephan is an excellent person, professional and focused on his customers, I recommend by far this apparment. <br/><br/>The apartment is really nice, useful and well located.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1551,222614,68801249,06-04-2016,20580522,Michael,"Great apartment, great location. Only steps away from tons of good restaurants. Would stay here again!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1552,222614,69813617,13-04-2016,23154291,Scott,Great upscale apartment. Easy access to all the major sites and the keyless entry makes everything easy. Highly recommend for all visitors to Vienna!,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1553,222614,72406021,02-05-2016,12690914,Valentina,"Stefan e` stato molto preciso nel darci un sacco di informazioni, sia sull'alloggio che sulla città. La camera e` proprio come nella descrizione, non manca assolutamente nulla, e si trova vicinissima al centro, noi ci siamo mossi con la metro solo per raggiungere il Prater (solo se si vuole arrivare velocemente) e Schoenbrunn. Il quartiere e` pieno di locali, quindi la sera si può restare li o tornare in centro in meno di 15 minuti a piedi. L'unica cosa che non e' andata benissimo riguarda il bagaglio: purtroppo non c'e` uno stanzino o un posto vicino dove lasciarlo e, quindi, se come noi avrete un volo/treno alla sera tardi e volete godervi la giornata, questo potrebbe essere l'unico problema. Stefan ci aveva consigliato in anticipo di lasciare i bagagli in una stazione vicina, dato che non fornisce questo servizio (lo sapevamo già), ma purtroppo trovare armadietti liberi non e' stato facile, o erano occupati o fuori uso... questo ci ha obbligati a fare il giro di varie stazioni alla ricerca di un armadietto, perdendo un paio d'ore che avremmo preferito dedicare alla citta`. Nel complesso l'esperienza e' stata più che positiva :)","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,it
1554,222614,73677360,09-05-2016,6123173,Ruth,"Very nice apartment in a great location. Stefan was quick to respond when we needed something from him. I would highly recommend this apartment, we would definitely stay here again.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1555,222614,74054799,12-05-2016,19245495,Patricia,"Great apartment, convenient location near museums/buses/train, would highly recommend!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1556,222614,76509307,27-05-2016,42061254,Barry,"Stefan's  apartment is immaculate and furnished to a very high standard. There are lots of little touches that make Stefan's apartment one of the best places I have stayed with Airbnb - chocolates and wine in the room on arrival, a Nespresso coffee machine etc.<br/><br/>Stefan was also a very attentive host - helping me out when my baggage did not arrive on my flight.<br/><br/>Finally Stefan also provided very clear details on arrival/ check-out procedures and lots of useful tips and hints about what to see, eat and drink in Vienna.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1557,222614,77051683,30-05-2016,47243534,Emanuele,"We didn't see Stefan, but his instruction was very clean! The flat it was quite small but  there was all you need to spend a couple of holidays days. Palce is great (Museum  Quarter) close to everything. I can recommend it!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1558,222614,77945886,04-06-2016,56972694,Sara,"The appartment is at a very good location. Lot's of restaurats and Shops around. The appartment itself has everything you need. It is in a very good condition and very clean. Even thought we haven't met Stefan he made us feel very welcome. When advice needed, he was always available (mobile) .  Looking forward to book this apparment again on our next Vienna-Trip. :o)","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1559,222614,78380000,06-06-2016,62232123,M,位置很好，房间很干净。值得推荐。,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,zh
1560,222614,79176211,11-06-2016,55648177,Jennifer,"Stefan's apartment was even more cozy and charming than the pictures on the website. The location was fantastic and convenient to museums, restaurants and shopping. Stefan himself was very cordial and I had no doubts that had I needed his assistance, he would have come immediately to the rescue. I'll definitely return!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1561,222614,82572021,28-06-2016,8100108,William,Everything was perfect. Everything you would require to make you feel comfortable,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1562,222614,85711324,12-07-2016,25338769,Philip,"The apartment is ideally located, spotlessly clean, stylish, and has everything a solo traveller or couple could need for a short stay of up to a week.  The door code - meaning you are not responsible for a key - is convenient and reassuring.  Also very easy to use.  I didn't meet Stefan, but communication with him was very smooth.  All in all a really great stay.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1563,222614,86884023,17-07-2016,19258716,Elizabeth,"A lovely studio that was very well situated in the heart of the Museum Quarter. Would definitely recommend staying here if you visit beautiful Vienna.<br/><br/>","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1564,222614,87344687,19-07-2016,25338769,Philip,Everything was perfect second time round too.,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1565,222614,89146422,27-07-2016,5250152,Jose Luis,"La localización del apartamento es perfecta, en el museum quarter. El apartamento estaba muy limpio y nuevo. Stefan dejo una botella de champagne y unos mozarts como detalle de bienvenida. <br/><br/>Muy recomendado. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,es
1566,222614,90439860,01-08-2016,68927498,Philip,"My boyfriend and I stayed at Stefan's flat during our stay at the end on July. Honestly, the location and area where the apartment was, was fantastic. It wasn't directly in a very touristy area which was what we were looking for, but still so close to all of the major tourist attractions. The apartment is located in an area with lots of shops and restaurants, and we had some great meals just around the apartment. The apartment itself was the perfect size for two people. The decor was really nicely done and the complimentary chocolate and wine was so sweet! Thanks Stefan for a great stay! We will definitely be back. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1567,222614,92615527,09-08-2016,48170593,Karthika,"Excellent location!! Close to everything! You can enter the apartment by keying in a code, which is great - we did not have to worry about the keys. <br/><br/>It got a little warm in the night and we opened a window, however, as it is centrally located, loud people would wake us up. It bothered us as we were light sleepers. Otherwise, the place was great- Clean and wExcellence ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1568,222614,93702293,13-08-2016,57330738,Tom,"Great studio apartment. Had the essentials for a few night stay. Very good location which enabled us to walk to almost every major site. Also, close to the subway. Essentially, the apartment was a larger hotel room. Communication with Stefan was great.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1569,222614,96517558,23-08-2016,7387662,Michelle,"Nice apartment at a good location, but the box is tiny.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1570,222614,101362081,12-09-2016,48184580,Andrew,Stefan was very responsive with communication and the listing and pictures is as advertised. Terrific location and it's a clean and comfortable apartment. The fan was key for me given the warm weather during our stay. My wife and I enjoyed the stay very much.,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1571,222614,102255544,17-09-2016,30772274,Jennifer,Great location!! It is certainly a little difficult to find - but once you find it - its easy! It is clean and roomy! ,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1572,222614,106644851,07-10-2016,44059593,Ying,"Stefan's apartment located in the very center in Vienna, near everything, and I walked to the most of spots during my stay. The room is nice, stylish and clean, just looks exactly like the picture, and with everything I need. <br/>Stefan is very kind sending the informations about everything I might use, and it's really convenience with that tips.<br/>Vienna is such a beautiful city. I would recommend this place to anyone who wants to visit here. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1573,222614,112438031,06-11-2016,97566545,Luiz Fernando,"localização - perfeita<br/>tamanho do apartamento para um casal - perfeito<br/>funcionalidade do apartamento - perfeito, cada item foi extremamente bem pensado<br/>atenção do anfitrião - perfeito<br/><br/>se vier para Viena com a namorada, noiva ou esposa...aqui é o local! fiz todos passeios a pé, fica localizado na principal rua de comércio da cidade, ao lado dos principais museus e igrejas","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,pt
1574,222614,114702447,20-11-2016,41134518,Alessio,"Il mini appartamento di Stefan è accogliente, pulito ed arredato con gusto. Ottimamente riscaldato e funzionale, si trova in una zona perfetta e molto carina, vicino al centro, vicinissima al Kunsthistorische ed alla metropolitana. La cucina è poco adatta a cotture che producono molto fumo perché non areata, ma si può usare tranquillamente per pasti semplici. Anche se non abbiamo incontrato Stefan di persona, è stato un ospite molto gentile, ci ha fornito tutte le indicazioni necessarie ed al nostro arrivo abbiamo trovato vino, spumante e cioccolatini. Assolutamente consigliato.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,it
1575,222614,120130477,08-12-2016,71460207,Dominique,"Joli logement, calme, bien équipé, très bien situé près du Museum Quartier. Idéal pour découvrir la ville.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,fr
1576,222614,127685106,20-01-2017,106989508,Jia,公寓位置很好，离博物馆只有几分钟路程，离很多景点都很近，坐车也方便。房东人不错，送了红酒和巧克力给我们。,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,zh
1577,222614,128045917,22-01-2017,57743112,Paolo,Everything was perfect!<br/>The flat is exactly as you can see in the photos! Stefan is very kind and helpful!,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1578,222614,133235579,21-02-2017,30632987,Therese,"Geschmackvoll eingereicht, es ist alles da was man braucht, super Lage und ruhige Nachbarschaft! ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,de
1579,222614,140863825,01-04-2017,4925978,Yi-Ting,Stefan is really nice. I dropped my phone in the gap of elevator and he helped me to call the elevator company. He also asked the next door hair salon to stay in touch with the elevator company so that I can continue my visit without staying at the apartment to wait. Stefan is kind and his apartment is great. I definitely recommend it.,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1580,222614,144527706,16-04-2017,69229017,Josep,"Perfecto, limpio y acogedor","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,es
1581,222614,147117044,25-04-2017,39145480,Andrey,Very nice stay. Completely corresponds to expectations. ,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1582,222614,148180562,30-04-2017,25572644,Frédéric,"This flat is very nice and Stefan give you a lot of details to organise your stay. It is a very nice flat, with an excellent location (near the Leopold museum) at 15 minutes walking to the center. Easy to go from the airport. Also Stefan has been an excellent host and it was a pleasure to Vienna in those conditions (cultural life is at the top, you need a minimum of three nights to see the best). Thank you again Stefan for this wonderful stay. Best Regards.Frédéric","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1583,222614,152352343,16-05-2017,6739382,Twee,"The studio is in a perfect location, steps to shopping, metro and restaurant.  Stefan even had a bottle of sparkling wine and chocolates waiting for us when we checked in. The studio is small but clean and well suited for 2 people. It's vicinity to everything makes our stay in Vienna very nice. Thanks Stefan. ","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1584,222614,157251790,03-06-2017,6550641,Onur,"Top Communication, top Studio, top location, top everything!<br/>Definitely recommendable!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1585,222614,160895326,16-06-2017,71287136,Juan Alberto,We loved the apartment<br/>We loved the location<br/>We loved the food<br/>We loved the drinks<br/>We really enjoy (Website hidden by Airbnb) this apartment.<br/>We'll be back! ☺️,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1586,222614,162766621,22-06-2017,1210146,Laura,"Very good place located in a center area, close by walk to the main places as the museums, opera, cathedral and the river...<br/>The apartment has all the necessary, very clean.<br/>The communication and info with Stephan has been perfect.<br/>I would repeat if I come to Wien without a doubt","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1587,222614,171286604,17-07-2017,76918197,Tommy,"Great place, good central location.<br/>Easy communication with host and very smooth handover.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1588,222614,181633947,13-08-2017,40447418,Maryam,Nice place and good location. Would certainly recommend it. It might be a bit noisy on weekend nights if you sleep early.,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1589,222614,189677220,02-09-2017,126722379,Gerhard,"Sehr gute , zentrale Lage, daher nachts bei offenem Fenster nicht immer leise. Insgesamt etwas dunkel und nicht allzu groß. Besitzt aber alles Notwendige für ""Cityexplorers"".","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,de
1590,222614,193140223,12-09-2017,14643874,Rebekah,"The place and location was perfect. Just what we were looking for outside of the touristy bubble of the city. Stefan left a nice welcome in our room of bubbly and chocolates. It was a lovely welcome for our first day of our trip. We loved that we were very close to the U subway and close to a food market (SPAR) as this made it easy to grab a quick bite as we ventured throughout the city. While there is a nightlife nearby, the sound in the room itself is quite quiet. Everything is as described and Stefan is a wonderful host and quick to reply should there be any need of communication. I would certainly stay here again.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1591,222614,197326654,25-09-2017,73938292,涛,非常好的房东，房子位置在市中心，出行方便！,"DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,zh
1592,222614,206603295,26-10-2017,34640185,Rodolfo,"Apartamento muito bem localizado, perto dos principais pontos turísticos. Espaço bem cuidado e perfeito para 2 pessoas. Stefan ficou sempre à disposição e respondeu rápido a todos os contatos. Recomendo.","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,pt
1593,222614,210065751,07-11-2017,44706155,Viviana,"Stefan's place is in a great location, walking distance from many museums and by a lively street with many shops. It's great for 2 people, and it was very clean. The check-in was easy and no key was required. Definitely recommended for a short stay in Vienna!","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,en
1594,222614,218645069,14-12-2017,47319654,Lionel,"L'emplacement, la rue tranquille, bonne literie. Hotel très organisé","DOWNTOWN CITYAPARTMENT ""4 CITYEXPLORERS""",1156106,Stefan,Mariahilf,48.20016,16.36049,Entire home/apt,64,2,581,18-11-2021,4.69,2,336,22,fr
